Institution,CatalogNo,Sex,Age,Year,Month,Day,Long,Lat,Coordinate.Uncertainty.M,Coordinate.Precision.M,Genus,Species,Mass.g
DMNS,34811,Female,Adult,2012,6,14,-105.243701,40.033329,20,,Colaptes,auratus,108.4
DMNS,39980,Female,Adult,1988,12,5,-106.725,39.915,2869,,Colaptes,auratus,116.2
DMNS,40647,Female,Adult,1990,1,30,-105.204594,40.094228,1000,,Colaptes,auratus,138
DMNS,40906,Female,Adult,1992,7,9,-105.0806727,40.574852,25,,Colaptes,auratus,120.3
DMNS,43180,Female,Adult,1996,9,22,-104.761668,39.947502,2000,,Dendrocopos,pubescens,20
DMNS,43271,Female,Adult,2011,7,23,-104.941963,39.747849,62,,Colaptes,auratus,65.4
DMNS,43402,Female,Adult,2014,9,21,-104.940632,39.682996,273,,Colaptes,auratus,106.4
DMNS,43558,Female,Adult,2014,4,16,-105.302389,39.933734,620,,Sphyrapicus,nuchalis,41.9
DMNS,39982,Female,Adult,1991,1,15,-105.1905555556,39.6536111111,,,Colaptes,auratus,143
DMNS,45651,Female,Adult,2013,8,1,-104.911035,39.694393,,,Colaptes,auratus,131.4
DMNS,42721,Female,Adult,2006,9,12,-105.3530555556,39.4633333333,,,Colaptes,auratus,139
KU,27573,Female,Adult,1949,7,13,-111.172949,43.3163447,7002,,Sphyrapicus,nuchalis,43.5
KU,34174,Female,Adult,1957,7,27,-98.5155899,38.1507253,6747,,Melanerpes,erythrocephalus,69
KU,35655,Female,Adult,1958,6,19,-108.5964203,33.3987721,968,,Sphyrapicus,nuchalis,42
KU,45637,Female,Adult,1964,6,6,-99.08432,37.0475049,5000,,Melanerpes,erythrocephalus,79.1
KU,51014,Female,Adult,1965,12,31,-95.2041674,38.7958797,6390,,Melanerpes,erythrocephalus,85.2
KU,51532,Female,Adult,1965,6,26,-100.906545,38.7413482,23545,,Colaptes,auratus,122.9
KU,51535,Female,Adult,1965,7,6,-101.8930792,39.7007938,5580,,Colaptes,auratus,130.8
KU,51536,Female,Adult,1965,7,6,-101.8930792,39.7007938,5580,,Colaptes,auratus,138.8
KU,57006,Female,Adult,1967,3,18,-101.176094,38.8977732,3748,,Picoides,pubescens,25.9
KU,57440,Female,Adult,1967,1,23,-95.1941611,38.8069025,1568,,Sphyrapicus,varius,53.6
KU,57748,Female,Adult,1967,6,18,-100.9676118,37.3065583,12733,,Melanerpes,erythrocephalus,74.5
KU,59392,Female,Adult,1967,2,12,-99.2464304,37.327426,7887,,Picoides,villosus,69.7
KU,83862,Female,Adult,1988,3,13,-95.3722795,38.6801126,13036,,Melanerpes,erythrocephalus,70.5
KU,87220,Female,Adult,1995,9,7,-95.913,39.026,5062,,Melanerpes,erythrocephalus,72.6
KU,100430,Female,Adult,1963,4,28,-122.2030678,41.9702182,8263,,Melanerpes,lewis,112
KU,100431,Female,Adult,1963,4,27,-122.2435797,40.4113616,8156,,Melanerpes,formicivorus,86.8
KU,104603,Female,Adult,1968,12,29,-109.7474799,32.1810181,7418,,Colaptes,auratus,138
KU,104635,Female,Adult,1967,4,24,-101.8459776,37.9845333,7547,,Melanerpes,erythrocephalus,67.6
KU,104642,Female,Adult,1970,10,7,-111.002223,32.242674,175,,Melanerpes,uropygialis,65
KU,104998,Female,Adult,1967,12,26,-97.1795654,37.352147,5639,,Picoides,pubescens,27.7
KU,105011,Female,Adult,1963,12,19,-109.420021,33.880323,13935,,Picoides,villosus,54.3
KU,105012,Female,Adult,1963,12,19,-109.6826988,34.0736564,13715,,Picoides,villosus,53
KU,105016,Female,Adult,1969,10,11,-68.172367,44.83763,1774,,Picoides,villosus,78
KU,27572,Female,Adult,1949,7,9,-111.172949,43.3163447,7002,,Sphyrapicus,nuchalis,41
KU,33323,Female,Adult,1956,7,23,-98.5155833,38.1362262,6747,,Melanerpes,erythrocephalus,69.4
KU,33324,Female,Adult,1956,7,7,-102.0161189,39.6565815,3809,,Melanerpes,erythrocephalus,73.5
KU,40310,Female,Adult,1961,12,25,-90.743721,39.0683479,2441,,Melanerpes,erythrocephalus,73.4
KU,55842,Female,Adult,1966,7,4,-98.727976,38.3644581,7194,,Melanerpes,erythrocephalus,72.7
KU,57438,Female,Adult,1967,9,6,-99.2642822,38.0624128,5728,,Melanerpes,erythrocephalus,89
KU,59385,Female,Adult,1967,3,4,-95.3342056,39.9873797,889,,Melanerpes,erythrocephalus,65
KU,64599,Female,Adult,1968,5,12,-99.272026,37.1923409,32198,,Melanerpes,erythrocephalus,75.2
KU,87255,Female,Adult,1995,5,16,-99.7846696,38.7807516,16185,,Melanerpes,erythrocephalus,70.9
KU,89154,Female,Adult,1997,1,10,-95.2,39.0333333,2400,,Sphyrapicus,varius,55
KU,100490,Female,Adult,1962,5,9,-122.1183926,41.9045439,4266,,Sphyrapicus,ruber,54.5
KU,101234,Female,Adult,1968,1,27,-111.096066,32.352118,175,,Melanerpes,uropygialis,66.5
KU,104978,Female,Adult,1964,1,29,-110.6964759,32.3356308,655,,Picoides,scalaris,30
KU,104989,Female,Adult,1963,11,23,-109.212149,31.843357,5775,,Picoides,arizonae,52
KU,90105,Female,Adult,1999,10,8,-58.2666667,-20.26,,,Celeus,lugubris,91.5
KU,90205,Female,Adult,1999,9,16,-59.265,-19.5866667,,,Campephilus,leucopogon,188
KU,93895,Female,Adult,2001,7,11,-88.2,13.762,,,Colaptes,rubiginosus,74.7
KU,93913,Female,Adult,2001,7,19,-88.156,13.948,,,Melanerpes,aurifrons x hoffmannii,87.5
KU,94013,Female,Adult,2001,7,17,-88.125,13.93,,,Colaptes,rubiginosus,86
KU,94018,Female,Adult,2001,7,19,-88.149,13.955,,,Colaptes,rubiginosus,90
KU,94021,Female,Adult,2001,7,20,-88.085,13.991,,,Colaptes,auratus,128
KU,90134,Female,Adult,1999,10,31,-58.14,-26.5883333,,,Colaptes,melanochloros,124
KU,93707,Female,Adult,2002,2,5,-89.653,13.821,,,Colaptes,rubiginosus,78
KU,95419,Female,Adult,2002,7,14,-88.913,14.133,,,Dryocopus,lineatus,168
KU,95465,Female,Adult,2002,7,12,-88.913,14.133,,,Colaptes,rubiginosus,76
LACM,103869,Female,Adult,1987,9,19,-116.6490936,33.966259,5002,,Melanerpes,formicivorus,64
LACM,101298,Female,Adult,1983,7,0,-118.5795593,37.2560879,2368,,Sphyrapicus,ruber,43
LACM,55123,Female,Adult,1963,3,5,39.95,-1.1,,,Dendropicos,namaquus,65
LACM,55114,Female,Adult,1962,12,10,35.73,-0.25,,,Dendropicos,goertae,40
LACM,63943,Female,Adult,1966,6,27,31.58,1.75,,,Campethera,caroli,55
LACM,55126,Female,Adult,1963,3,8,39.95,-1.1,,,Dendropicos,namaquus,66
LACM,64322,Female,Adult,1966,11,5,30.42,0.5,,,Campethera,caroli,55
LACM,79337,Female,Adult,1972,10,20,19.95,-25.83,,,Campethera,abingoni,63
LACM,64315,Female,Adult,1966,12,8,30.42,0.5,,,Dendropicos,xantholophus,56
LACM,64335,Female,Adult,1966,11,21,30.42,0.5,,,Campethera,nivosa,30
LACM,64323,Female,Adult,1966,11,29,30.42,0.5,,,Campethera,caroli,59
LACM,55110,Female,Adult,1963,3,7,39.95,-1.1,,,Campethera,abingoni,47
LACM,78924,Female,Adult,1966,5,29,35.12,-22.25,,,Dendropicos,fuscescens,29
LACM,76501,Female,Adult,1968,7,16,34.8,-18.98,,,Campethera,abingoni,63.7
LACM,55116,Female,Adult,1962,6,17,34.75,-0.1,,,Dendropicos,goertae,42
LACM,64321,Female,Adult,1966,12,12,30.42,0.5,,,Campethera,caroli,56
LACM,55106,Female,Adult,1963,3,22,40.13,-1.98,,,Campethera,nubica,50
LACM,64319,Female,Adult,1966,11,22,30.42,0.5,,,Campethera,caroli,55
LACM,55104,Female,Adult,1963,3,9,39.95,-1.1,,,Campethera,nubica,60
LACM,78927,Female,Adult,1966,5,11,34.72,-24.05,,,Dendropicos,fuscescens,30.1
LACM,64338,Female,Adult,1966,11,9,30.42,0.5,,,Dendropicos,elliotii,30
LACM,76500,Female,Adult,1966,5,7,34.72,-24.05,,,Campethera,abingoni,65.7
LACM,57203,Female,Adult,1963,5,4,31.58,1.75,,,Campethera,caroli,54
LACM,64317,Female,Adult,1966,11,5,30.42,0.5,,,Dendropicos,xantholophus,65
LACM,55117,Female,Adult,1962,6,17,34.75,-0.1,,,Dendropicos,goertae,44
LACM,63941,Female,Adult,1966,7,1,31.58,1.75,,,Campethera,nivosa,34
LACM,74636,Female,Adult,1969,2,15,87.85,26.48,,,Dinopium,benghalense,100
LACM,74887,Female,Adult,1967,2,28,78.08,30.43,,,Picus,squamatus,155
LACM,78921,Female,Adult,1966,5,27,35.12,-22.25,,,Campethera,abingoni,71.2
LACM,64320,Female,Adult,1966,11,23,30.42,0.5,,,Campethera,caroli,60
LACM,55108,Female,Adult,1963,3,29,39.25,-3,,,Campethera,nubica,47
LACM,74642,Female,Adult,1969,2,15,87.85,26.48,,,Chrysocolaptes,lucidus,195
LACM,55107,Female,Adult,1963,3,29,39.25,-3,,,Campethera,nubica,50
MCZ,208937,Female,Adult,1884,4,25,-79.867144,32.754788,7016,7016,Dendrocopos,borealis,120
MCZ,206759,Female,Adult,1881,11,11,-82.9320374,29.2391415,187,187,Dendrocopos,borealis,120
MCZ,348041,Female,Adult,2001,6,7,-85.6366666667,10.8275,,,Melanerpes,hoffmannii,81
MCZ,349879,Female,Adult,2012,6,23,110.8056166667,48.5831666667,,,Jynx,torquilla,37
MCZ,349880,Female,Adult,2012,6,20,109.0289833333,47.8233333333,,,Picoides,tridactylus,62.5
MLZ,65021,Female,Adult,1963,5,1,-118.209991,34.126573,481,,Colaptes,auratus,86.3
MVZ,176504,Female,Adult,1990,7,27,-122.9475,42.4553,498,,Picoides,pubescens,29.6
MVZ,178900,Female,Adult,1999,1,27,-69.53333,19.31667,3544,,Melanerpes,striatus,72.5
MVZ,179101,Female,Adult,1997,2,11,-121.77204,37.68251,950,,Colaptes,auratus,162
MVZ,179853,Female,Adult,2000,6,1,-121.5892,36.3697,1343,,Melanerpes,formicivorus,66
MVZ,179857,Female,Adult,2001,7,30,-121.54437,36.3697,4120,,Melanerpes,formicivorus,79.5
MVZ,180310,Female,Adult,2002,11,1,-119.01894,37.75827,914,,Picoides,albolarvatus,53.5
MVZ,180410,Female,Adult,2003,12,7,-122.25047,37.87248,204,,Melanerpes,formicivorus,79.1
MVZ,180414,Female,Adult,2001,10,19,-121.5568207,36.37851365,2707,,Melanerpes,formicivorus,78.6
MVZ,180430,Female,Adult,1999,6,2,-119.62943,37.17769,11210,,Melanerpes,formicivorus,73.33
MVZ,180493,Female,Adult,2001,12,2,-122.1228575,37.8892546,20,,Colaptes,auratus,107.6
MVZ,180536,Female,Adult,2003,11,10,-123.75047,39.35739,30,,Picoides,villosus,61
MVZ,182077,Female,Adult,2005,9,4,-118.67374,38.40036,32,,Picoides,villosus,62.5
MVZ,182194,Female,Adult,2006,6,19,-120.794605,40.663347,46,,Picoides,albolarvatus,53.9
MVZ,182369,Female,Adult,2006,7,14,-121.59867,40.35677,634,,Picoides,pubescens,25.3
MVZ,184139,Female,Adult,2004,2,27,-121.649548,37.90757,318,,Colaptes,auratus,126.1
MVZ,178437,Female,Adult,1998,5,8,-121.54757,37.63532,805,,Colaptes,auratus,148
MVZ,178897,Female,Adult,1999,1,25,-69.53333,19.31667,3544,,Melanerpes,striatus,68.8
MVZ,179482,Female,Adult,2000,6,22,-119.15,45.0883333333,484,,Picoides,arcticus,70.5
MVZ,179990,Female,Adult,1999,3,3,-122.0649,37.9745,403,,Sphyrapicus,ruber,46
MVZ,180489,Female,Adult,2001,8,8,-122.0203743,37.8234123,41,,Melanerpes,formicivorus,75.8
MVZ,181836,Female,Adult,2002,4,26,-122.0183027,37.8635598,26,,Colaptes,auratus,114.7
MVZ,182186,Female,Adult,2006,6,19,-120.794605,40.663347,46,,Sphyrapicus,ruber,43.5
MVZ,182188,Female,Adult,2006,6,20,-120.794605,40.663347,46,,Sphyrapicus,ruber,39.5
MVZ,183092,Female,Adult,2003,6,6,-121.5568207,36.37851365,2707,,Melanerpes,formicivorus,71
MVZ,184140,Female,Adult,2004,3,10,-122.046754,37.855279,1476,,Colaptes,auratus,141.7
OSUM,OSUM Birds B 19744,Female,Adult,,,,-83.0287,40.0029,,,Sphyrapicus,varius,43.57
UBCBBM,B015002,Female,Adult,1990,5,9,-119.571883,49.343986,,,Sphyrapicus,nuchalis,48
UBCBBM,B015283,Female,Adult,1996,2,2,-123.250567,49.263456,,,Sphyrapicus,ruber,40
UBCBBM,B015284,Female,Adult,1996,2,2,-123.250567,49.263456,,,Sphyrapicus,ruber,44.4
UBCBBM,B015158,Female,Adult,1994,3,18,-122.787602,49.283419,,,Picoides,pubescens,23
UBCBBM,B016071,Female,Adult,,,,-123.067661,49.319618,,,Sphyrapicus,ruber,63.8
UCLA,35295,Female,Adult,1966,11,25,-84.2,14.55,,,Piculus,rubiginosus,80.2
UCLA,35336,Female,Adult,1961,11,8,-86.5333333,12.2833333,,,Melanerpes,hoffmannii,61.4
UCLA,35353,Female,Adult,1963,1,23,-84.2333333,14.4666667,,,Picoides,scalaris,24.3
UCLA,35357,Female,Adult,1967,4,17,-84.1666667,14.5333333,,,Picoides,scalaris,24.5
UCLA,35360,Female,Adult,1963,1,31,-83.8,14.45,,,Picoides,scalaris,23
UCLA,35361,Female,Adult,1966,11,20,-83.4166667,14.1166667,,,Picoides,scalaris,26.5
UCLA,35289,Female,Adult,1961,11,24,-87,12.7,,,Piculus,rubiginosus,92.3
UCLA,35333,Female,Adult,1961,11,6,-86.1666667,12.1666667,,,Melanerpes,hoffmannii,76.2
UCLA,35347,Female,Adult,1963,1,31,-83.65,14.3666667,,,Sphyrapicus,varius,42
UCLA,35348,Female,Adult,1963,1,31,-83.8,14.45,,,Sphyrapicus,varius,47.5
UCLA,35355,Female,Adult,1966,3,14,-84.2333333,14.4666667,,,Picoides,scalaris,24.9
UCLA,35356,Female,Adult,1966,3,16,-84.1666667,14.5333333,,,Picoides,scalaris,25.7
UCLA,35359,Female,Adult,1963,1,22,-83.8,14.45,,,Picoides,scalaris,24.5
UCLA,35362,Female,Adult,1967,4,25,-83.5833333,14.2666667,,,Picoides,scalaris,24
UMMZ,101282,Female,Adult,1938,7,8,-83.6754669,46.0338356,998,,Colaptes,auratus,127
UMMZ,101297,Female,Adult,1938,7,28,-83.7391662,45.9914917,4105,,Picoides,villosus,70.5
UMMZ,105586,Female,Adult,1938,6,17,-85.8380699,45.702463,1235,,Melanerpes,erythrocephalus,63
UMMZ,107855,Female,Adult,1940,6,23,-119.7497894,48.6297319,7396,,Sphyrapicus,varius,44.1
UMMZ,126692,Female,Adult,1945,2,13,-84.7909395,30.9191653,9046,,Melanerpes,erythrocephalus,60.7
UMMZ,136624,Female,Adult,1955,6,17,-85.9412384,46.5073722,12706,,Dryocopus,pileatus,265.5
UMMZ,155941,Female,Adult,1960,6,16,-83.7263412,42.2708397,9683,,Melanerpes,erythrocephalus,64.7
UMMZ,238425,Female,Adult,2002,1,9,-83.6042404,42.3037217,6842,,Melanerpes,carolinus,74.5
UMMZ,242728,Female,Adult,2011,12,2,-84.1019726,42.3267922,25,,Picoides,pubescens,28.9
UMMZ,66688,Female,Adult,1930,12,14,-84.5416374,42.3730907,898,,Picoides,villosus,69
UMMZ,70576,Female,Adult,1931,2,4,-88.206164,17.500524,3014,,Dryocopus,lineatus,157.5
UMMZ,70587,Female,Adult,1931,2,5,-88.206164,17.500524,3014,,Melanerpes,aurifrons,79
UMMZ,70607,Female,Adult,1931,3,6,-88.991136,17.051182,2400,,Melanerpes,formicivorus,74.4
UMMZ,70616,Female,Adult,1931,2,4,-88.206164,17.500524,3014,,Celeus,castaneus,85
UMMZ,73184,Female,Adult,1934,2,3,-84.5401382,45.1778018,1102,,Picoides,villosus,64
UMMZ,74730,Female,Adult,1934,8,30,-85.4835892,46.6732343,13195,,Picoides,villosus,70.8
UMMZ,75187,Female,Adult,1934,8,28,-85.4835892,46.6732343,13195,,Picoides,villosus,73.8
UMMZ,75453,Female,Adult,1934,6,29,-102.505188,41.10833,5303,,Melanerpes,erythrocephalus,80
UMMZ,85379,Female,Adult,1936,5,20,-83.7263412,42.2708397,9683,,Melanerpes,erythrocephalus,66.2
UMMZ,86944,Female,Adult,1935,7,14,-104.174318,43.925743,13054,,Melanerpes,lewis,93
UMMZ,86956,Female,Adult,1935,7,6,-104.2449729,43.8547003,7083,,Melanerpes,erythrocephalus,79
UMMZ,91911,Female,Adult,1937,11,19,-79.798851,32.8683417,7845,,Melanerpes,carolinus,71
UMMZ,96698,Female,Adult,1937,7,20,-85.499382,45.6742827,2579,,Picoides,villosus,67.7
UMMZ,96699,Female,Adult,1937,7,20,-85.499382,45.6742827,2579,,Picoides,villosus,61.5
UMMZ,96700,Female,Adult,1937,6,29,-85.5155182,45.6742827,7581,,Picoides,villosus,65
UMMZ,96702,Female,Adult,1937,7,8,-85.5690765,45.6754822,3303,,Sphyrapicus,varius,46.5
UMMZ,96704,Female,Adult,1937,6,22,-85.6466675,45.6577277,6740,,Melanerpes,erythrocephalus,73.5
UMMZ,101278,Female,Adult,1938,7,19,-83.6215433,45.9522238,527,,Colaptes,auratus,124.7
UMMZ,101286,Female,Adult,1938,6,29,-83.7391662,46.0204493,856,,Picoides,pubescens,25.1
UMMZ,101295,Female,Adult,1938,7,2,-83.7609672,46.0547093,1469,,Picoides,villosus,68.2
UMMZ,104825,Female,Adult,1938,11,25,-84.9648743,46.7660217,187,,Dryocopus,pileatus,320
UMMZ,126839,Female,Adult,1946,12,13,-84.5755157,31.0779801,16740,,Melanerpes,carolinus,65.8
UMMZ,227369,Female,Adult,1986,5,26,-110.2825641,31.446019,815,,Melanerpes,formicivorus,62
UMMZ,233234,Female,Adult,1993,6,3,-84.1514111,42.3317733,496,,Melanerpes,carolinus,72
UMMZ,233604,Female,Adult,1994,5,3,-84.60007,42.941087,27069,,Sphyrapicus,varius,53
UMMZ,240411,Female,Adult,1967,7,8,-88.7726212,46.181019,1199,,Picoides,villosus,66
UMMZ,242015,Female,Adult,2009,8,31,-85.5156898,42.1720552,10,,Melanerpes,carolinus,70.5
UMMZ,70573,Female,Adult,1931,3,2,-88.991136,17.051182,2400,,Dryocopus,lineatus,137
UMMZ,70575,Female,Adult,1931,3,2,-88.991136,17.051182,2400,,Dryocopus,lineatus,167
UMMZ,70578,Female,Adult,1931,2,17,-88.991136,17.051182,2400,,Dryocopus,lineatus,154
UMMZ,70590,Female,Adult,1931,3,8,-88.991136,17.051182,2400,,Piculus,rubiginosus,75.8
UMMZ,70593,Female,Adult,1931,2,15,-88.991136,17.051182,2400,,Piculus,rubiginosus,72
UMMZ,70594,Female,Adult,1931,2,27,-88.991136,17.051182,2400,,Piculus,rubiginosus,74.3
UMMZ,70601,Female,Adult,1931,2,26,-88.991136,17.051182,2400,,Melanerpes,formicivorus,67.4
UMMZ,70604,Female,Adult,1931,3,2,-88.991136,17.051182,2400,,Melanerpes,formicivorus,76
UMMZ,70605,Female,Adult,1931,3,5,-88.991136,17.051182,2400,,Melanerpes,formicivorus,72.5
UMMZ,70608,Female,Adult,1931,3,7,-88.991136,17.051182,2400,,Melanerpes,formicivorus,68.2
UMMZ,74505,Female,Adult,1934,7,28,-84.3015289,44.7111221,7064,,Picoides,villosus,61.7
UMMZ,75627,Female,Adult,1934,8,29,-111.3953253,42.1675605,3338,,Colaptes,auratus,139
UMMZ,86960,Female,Adult,1935,8,1,-103.8914125,44.4414529,6255,,Picoides,villosus,62.7
UMMZ,96707,Female,Adult,1937,6,12,-85.5170631,45.749079,877,,Colaptes,auratus,141
UMMZ,99430,Female,Adult,1938,10,29,-83.6422,42.30201,1706,,Picoides,pubescens,15.3
UMMZ,126559,Female,Adult,1935,5,10,-83.75,42.3833333,,,Colaptes,auratus,130
UMMZ,199600,Female,Adult,1933,6,30,-87.4666667,15.7,,,Campephilus,guatemalensis,247
UMMZ,201320,Female,Adult,1949,5,7,-83.9666667,42.4333333,,,Melanerpes,erythrocephalus,72.6
UMMZ,202786,Female,Adult,1979,9,8,21.45,-18.05,,,Campethera,abingoni,68.43
UMMZ,218025,Female,Adult,1970,5,8,-133,54.2333333,,,Picoides,villosus,79.1
UMMZ,235110,Female,Adult,1988,5,30,-82.3833333,42.6666667,,,Colaptes,auratus,135.1
UMMZ,243167,Female,Adult,2012,4,4,-83.71921,42.45393,,,Picoides,villosus,65.6
UMMZ,75639,Female,Adult,1934,7,8,-110.5666667,42.4,,,Picoides,villosus,64
UMMZ,75645,Female,Adult,1934,7,6,-110.5666667,42.4,,,Sphyrapicus,nuchalis,44.2
UMMZ,104666,Female,Adult,1939,6,21,-85.8666667,45.4333333,,,Colaptes,auratus,142
UMMZ,104668,Female,Adult,1939,6,22,-85.8666667,45.4333333,,,Picoides,villosus,63
UMMZ,201328,Female,Adult,1948,11,6,-83.9666667,42.4333333,,,Picoides,villosus,67
UMMZ,202785,Female,Adult,1979,8,4,21.45,-18.05,,,Campethera,abingoni,69.98
UMMZ,202788,Female,Adult,1979,9,5,21.45,-18.05,,,Dendropicos,namaquus,72.51
UMMZ,202792,Female,Adult,1979,9,14,21.45,-18.05,,,Dendropicos,fuscescens,26.87
UMMZ,211656,Female,Adult,1951,10,10,-84.1666667,37.05,,,Colaptes,auratus,138.3
UMMZ,70152,Female,Adult,1931,4,4,-89.65,17.4,,,Melanerpes,aurifrons,78
UMMZ,70154,Female,Adult,1931,4,1,-89.65,17.4,,,Celeus,castaneus,88
UMMZ,70155,Female,Adult,1931,4,23,-89.65,17.4,,,Celeus,castaneus,91.4
UMMZ,71176,Female,Adult,1933,6,10,-83.3666667,43.9,,,Picoides,villosus,64.8
UMMZ,75646,Female,Adult,1934,7,5,-110.5666667,42.4,,,Sphyrapicus,nuchalis,40.9
UMMZ,85343,Female,Adult,1936,2,20,-88.5784142,20.6689352,,,Dryocopus,lineatus,133
UMMZ,95179,Female,Adult,1936,2,10,-88.5784142,20.6689352,,,Melanerpes,aurifrons,65.8
UMMZ,95180,Female,Adult,1936,2,14,-88.5784142,20.6689352,,,Melanerpes,aurifrons,73.7
UMMZ,95193,Female,Adult,1936,2,17,-88.5784142,20.6689352,,,Dryocopus,lineatus,151
WFVZ,32093,Female,Adult,1984,5,21,-118.7806322,36.2666699,87470,,Picoides,albolarvatus,59
WFVZ,33242,Female,Adult,1985,5,2,-118.5194778,34.0956716,4259,,Picoides,nuttallii,36
WFVZ,33244,Female,Adult,1985,4,21,-119.2752457,34.2785149,3112,,Colaptes,auratus,83
WFVZ,33413,Female,Adult,1983,10,2,-86.9086075,40.4267349,3246,,Melanerpes,carolinus,73
WFVZ,38141,Female,Adult,1982,6,28,17.75,4.616667,1000,,Sasia,abnormis,9
WFVZ,38167,Female,Adult,1982,6,13,117.75,4.616667,1000,,Dryocopus,javensis,328
WFVZ,38174,Female,Adult,1982,3,13,117.901111,4.983611,1000,,Picus,miniaceus,80.8
WFVZ,38181,Female,Adult,1983,1,26,115.75,5.55,1000,,Picus,miniaceus,84.8
WFVZ,38183,Female,Adult,1983,2,27,115.8,5.3,1000,,Picus,puniceus,53
WFVZ,38186,Female,Adult,1983,6,17,116.283333,5.883333,1000,,Picus,puniceus,78
WFVZ,38189,Female,Adult,1982,5,18,117.75,4.616667,1000,,Picus,mentalis,96
WFVZ,38193,Female,Adult,1983,7,4,116.458611,5.638611,1000,,Picus,mentalis,103
WFVZ,38194,Female,Adult,1983,6,27,116.05,5.483333,1000,,Picus,mentalis,88.5
WFVZ,38195,Female,Adult,1983,6,22,116.296389,5.653056,1000,,Picus,mentalis,95
WFVZ,38204,Female,Adult,1983,6,3,115.533333,5.333333,1000,,Dinopium,javanense,81.5
WFVZ,38239,Female,Adult,1982,5,26,117.75,4.616667,1000,,Reinwardtipicus,validus,150
WFVZ,38241,Female,Adult,1982,6,7,117.75,4.616667,1000,,Meiglyptes,tristis,36
WFVZ,38242,Female,Adult,1982,10,21,116.516667,5.166667,1000,,Meiglyptes,tristis,30.5
WFVZ,38251,Female,Adult,1982,3,22,117.833333,5,1000,,Meiglyptes,tukki,47.4
WFVZ,38262,Female,Adult,1983,2,16,115.8,5.3,1000,,Meiglyptes,tukki,41.3
WFVZ,38270,Female,Adult,1982,7,15,117.316667,4.9,1000,,Meiglyptes,tukki,48
WFVZ,38271,Female,Adult,1982,7,22,117.316667,4.9,1000,,Meiglyptes,tukki,44
WFVZ,38274,Female,Adult,1982,6,19,17.75,4.616667,1000,,Meiglyptes,tukki,46
WFVZ,38276,Female,Adult,1983,7,15,115.466667,5.016667,1000,,Hemicircus,concretus,27.7
WFVZ,38277,Female,Adult,1982,3,14,117.833333,5,1000,,Hemicircus,concretus,28.1
WFVZ,38279,Female,Adult,1983,2,10,115.8,5.3,1000,,Hemicircus,concretus,24.9
WFVZ,50917,Female,Adult,1992,11,19,-119.2914963,34.6252383,13184,,Picoides,albolarvatus,50
WFVZ,25307,Female,Adult,1974,6,30,-118.6301375,35.9746704,7376,,Sphyrapicus,ruber,44.7
WFVZ,25333,Female,Adult,1980,5,5,-118.2118606,35.4830381,5000,,Picoides,scalaris,37
WFVZ,26829,Female,Adult,1981,11,10,-119.0342812,34.2220475,7392,,Colaptes,auratus,114.5
WFVZ,29397,Female,Adult,1984,3,11,-116.5451531,33.5278746,2865,,Picoides,villosus,58
WFVZ,38151,Female,Adult,1983,1,26,115.75,5.55,1000,,Picoides,moluccensis,21
WFVZ,38156,Female,Adult,1983,5,11,116.433333,6.35,1000,,Picoides,moluccensis,18.9
WFVZ,38165,Female,Adult,1983,7,16,115.466667,5.016667,1000,,Dryocopus,javensis,305
WFVZ,38185,Female,Adult,1982,3,15,117.833333,5,1000,,Picus,puniceus,66.2
WFVZ,38191,Female,Adult,1982,6,12,117.75,4.616667,1000,,Picus,mentalis,94.5
WFVZ,38203,Female,Adult,1983,5,29,115.533333,5.333333,1000,,Dinopium,rafflesii,80
WFVZ,38208,Female,Adult,1983,4,1,116.05,5.483333,1000,,Blythipicus,rubiginosus,76
WFVZ,38224,Female,Adult,1982,7,25,117.316667,4.9,1000,,Blythipicus,rubiginosus,61
WFVZ,38225,Female,Adult,1981,12,19,116.328056,5.839722,1000,,Blythipicus,rubiginosus,74.7
WFVZ,38230,Female,Adult,1982,3,3,117.833333,5,1000,,Reinwardtipicus,validus,181.5
WFVZ,38235,Female,Adult,1983,2,22,115.8,5.3,1000,,Reinwardtipicus,validus,146
WFVZ,38240,Female,Adult,1982,5,26,117.75,4.616667,1000,,Reinwardtipicus,validus,135
WFVZ,38243,Female,Adult,1982,10,21,116.516667,5.166667,1000,,Meiglyptes,tristis,32
WFVZ,38245,Female,Adult,1982,7,2,117.75,4.616667,1000,,Meiglyptes,tristis,36
WFVZ,38253,Female,Adult,1982,3,17,117.833333,5,1000,,Meiglyptes,tukki,51.4
WFVZ,38256,Female,Adult,1982,5,22,117.75,4.616667,1000,,Meiglyptes,tukki,51
WFVZ,38259,Female,Adult,1982,5,30,117.75,4.616667,1000,,Meiglyptes,tukki,50
WFVZ,38261,Female,Adult,1982,6,12,117.75,4.616667,1000,,Meiglyptes,tukki,42
WFVZ,38273,Female,Adult,1982,7,21,17.75,4.616667,1000,,Meiglyptes,tukki,55.5
WFVZ,50919,Female,Adult,1993,1,21,-118.552116,35.7491425,5549,,Picoides,albolarvatus,60
