Institution,CatalogNo,Sex,Age,Year,Month,Day,Long,Lat,Genus,Species,Mass.g,bcpic,bio10,bio11,bio12,bio16,bio17,Comp.1,Comp.2,Comp.3,Comp.4,Comp.5
MVZ,133158,Male,Adult,1955,6,25,-115.36343,41.86105,Picoides,villosus,75,9,113,-74,504,166,82,1.7483855452221,-1.24654010417023,-0.297093203466217,0.434307970151396,-0.0501769991369473
MVZ,133159,Male,Adult,1955,6,14,-115.21645,41.84056,Picoides,villosus,66.5,9,113,-74,501,163,84,1.74899480499372,-1.25304565905827,-0.274862370199318,0.447786746539886,-0.0473836101130981
MVZ,133160,Male,Adult,1955,6,10,-115.21645,41.84056,Picoides,villosus,76.1,9,113,-74,501,163,84,1.74899480499372,-1.25304565905827,-0.274862370199318,0.447786746539886,-0.0473836101130981
MVZ,150319,Male,Adult,1963,6,9,-115.20694,36.63139,Picoides,villosus,54,9,153,-19,464,158,67,1.32378332138642,-0.221617381505591,-0.151908821760473,0.455354089938017,-0.0621009868123052
MVZ,152584,Male,Adult,1964,6,14,-120.2937973,41.5730714,Picoides,villosus,67.1,9,152,-19,448,161,48,1.41983633373434,-0.135641039784542,-0.325421196821523,0.392341281536093,-0.0946238173639742
MVZ,162574,Male,Adult,1964,10,11,-118.86,39.01,Picoides,villosus,71.7,9,216,11,126,39,26,1.51760175526696,1.38717596208843,0.326105263120035,0.218602557158325,-0.0194495485307031
MVZ,26720,Male,Adult,1916,6,14,-118.959868,37.887635,Picoides,villosus,64.5,9,145,-17,376,166,40,1.54488566500749,-0.16180775295431,-0.474497275149996,0.469351985165787,-0.0209742264723983
MVZ,26721,Male,Adult,1916,6,30,-119.141074,37.990578,Picoides,villosus,66.5,9,134,-24,457,204,45,1.47280783129843,-0.46418107685533,-0.602177698998984,0.453741840314153,-0.0205406380259602
MVZ,27895,Male,Adult,1917,7,19,-118.2352,37.40611,Picoides,villosus,68.1,9,147,-19,275,110,41,1.75216090090662,-0.0569544194078556,-0.331368200351648,0.558905691067476,-0.0231411363042818
MVZ,63561,Male,Adult,1933,7,17,-116.47028,38.73167,Picoides,villosus,50,9,176,-16,232,67,47,1.66151966687044,0.435576888982327,0.0993324252851299,0.396424752777797,-0.0361212275244123
MVZ,65223,Male,Adult,1934,7,8,-118.81028,38.90734,Picoides,villosus,67.8,9,205,4,142,42,29,1.58905695103897,1.15158408643876,0.248575470458137,0.272175710279092,-0.0275757503221324
MVZ,67100,Male,Adult,1934,6,5,-118.72917,41.66194,Picoides,villosus,73.4,9,121,-53,423,140,64,1.79413549624802,-0.858825421665458,-0.376384008017285,0.526615022836753,-0.0700504084265487
MVZ,71843,Male,Adult,1937,6,9,-120.1507,42.3685,Picoides,villosus,69,9,133,-32,456,159,58,1.56137591818531,-0.556927043247906,-0.401484465691522,0.514826360936401,-0.0855648543851291
MVZ,71848,Male,Adult,1937,6,17,-121.3146,43.7203,Picoides,villosus,70,9,124,-32,653,296,68,1.10095653861996,-0.941773441982313,-0.66973837830903,0.366166079003995,0.0221857383314783
MVZ,71851,Male,Adult,1937,6,20,-121.3146,43.7203,Picoides,villosus,73.2,9,124,-32,653,296,68,1.10095653861996,-0.941773441982313,-0.66973837830903,0.366166079003995,0.0221857383314783
MVZ,79654,Male,Adult,1940,5,14,-122.0242,42.7337,Picoides,villosus,73.5,9,157,-8,702,341,53,0.690808344446931,-0.274495585055563,-0.600104831612657,0.0888245896219788,0.0341872213806068
MVZ,83439,Male,Adult,1941,6,13,-121.7295,44.349,Picoides,villosus,64.1,9,141,-14,1128,543,90,-0.163107157996214,-1.09723996614851,-0.834512375368752,-0.119460161337739,0.0902847364565293
MVZ,83440,Male,Adult,1941,6,13,-121.7295,44.349,Picoides,villosus,66.9,9,141,-14,1128,543,90,-0.163107157996214,-1.09723996614851,-0.834512375368752,-0.119460161337739,0.0902847364565293
MVZ,83444,Male,Adult,1941,6,15,-121.6479,44.3628,Picoides,villosus,77.4,9,152,-6,720,346,64,0.636635290613879,-0.410168506395833,-0.578581662628342,0.184418768227639,0.0537067424111757
MVZ,84857,Male,Adult,1942,6,6,-118.396805,37.125883,Picoides,villosus,64.1,9,151,-9,340,153,34,1.55173966307825,0.0326571409578453,-0.459889627981125,0.484884443404684,-0.0248560864293744
MVZ,84859,Male,Adult,1942,6,8,-118.315237,37.149547,Picoides,villosus,67.2,9,227,35,192,91,18,1.18315078789608,1.66030467415868,0.203935465023762,0.172460420462102,-0.00484971288115707
MVZ,84862,Male,Adult,1942,6,22,-118.67839,37.78958,Picoides,villosus,63,9,104,-42,437,182,56,1.77352502887635,-1.06232779810913,-0.734877009556279,0.689564955760176,-0.0265855773061776
MVZ,115777,Male,Adult,1948,5,28,-120.742395,41.8959486,Picoides,villosus,76,9,157,-14,424,158,44,1.40819772151492,0.00402301269545496,-0.313464814740621,0.381715101157966,-0.0825731123831844
MVZ,115778,Male,Adult,1948,5,30,-120.742395,41.8959486,Picoides,villosus,76.3,9,157,-14,424,158,44,1.40819772151492,0.00402301269545496,-0.313464814740621,0.381715101157966,-0.0825731123831844
MVZ,132262,Male,Adult,1954,6,27,-118.168469,37.53385,Picoides,villosus,65.1,9,89,-55,481,191,67,1.82871040806843,-1.45147053872471,-0.782349242322332,0.745352880755895,-0.0309104142629248
MVZ,132265,Male,Adult,1954,6,2,-118.15889,37.79389,Picoides,villosus,63.3,9,206,5,146,43,31,1.56307646869991,1.15989241271269,0.270738267818578,0.275239223319749,-0.0237269486257669
MVZ,133156,Male,Adult,1955,6,23,-115.36343,41.86105,Picoides,villosus,79.2,9,113,-74,504,166,82,1.7483855452221,-1.24654010417023,-0.297093203466217,0.434307970151396,-0.0501769991369473
MVZ,134225,Male,Adult,1956,6,1,-115.43111,41.87361,Picoides,villosus,76.1,9,133,-61,414,134,67,1.77110848345637,-0.719801997099488,-0.185031901879104,0.364566354887184,-0.052360822397399
MVZ,134228,Male,Adult,1956,6,22,-115.40583,40.65028,Picoides,villosus,70.5,9,122,-63,536,162,90,1.57725159252603,-1.09970326162818,-0.165510087750462,0.459252350997414,-0.0743807142131971
MVZ,136809,Male,Adult,1958,6,9,-121.0618645,41.4301297,Picoides,villosus,74.6,9,166,-5,424,161,40,1.31485249471171,0.211824556843257,-0.284344115328091,0.345536879123133,-0.085589029467118
MVZ,150318,Male,Adult,1963,6,9,-115.28361,36.63,Picoides,villosus,63.3,9,206,17,295,99,42,1.19277032210137,1.0556234130334,0.212037351129359,0.276092542927151,-0.0481694454757757
MVZ,152581,Male,Adult,1964,6,16,-120.289512,41.9885085,Picoides,villosus,68.9,9,152,-20,443,163,49,1.42156814899669,-0.14491408122796,-0.316613063616609,0.387186447635304,-0.0797869774234012
MVZ,152582,Male,Adult,1964,6,16,-120.289512,41.9885085,Picoides,villosus,72.2,9,152,-20,443,163,49,1.42156814899669,-0.14491408122796,-0.316613063616609,0.387186447635304,-0.0797869774234012
MVZ,152583,Male,Adult,1964,6,16,-120.289512,41.9885085,Picoides,villosus,79,9,152,-20,443,163,49,1.42156814899669,-0.14491408122796,-0.316613063616609,0.387186447635304,-0.0797869774234012
MVZ,162573,Male,Adult,1973,7,18,-116.27515,39.92205,Picoides,villosus,66,9,180,-23,338,109,58,1.43876481039583,0.323266538074509,0.173737459046019,0.238241072698925,-0.029034241120958
MVZ,162575,Male,Adult,1968,4,9,-114.51111,37.4265,Picoides,villosus,67,9,209,7,310,97,53,1.17095001009465,0.987441041284579,0.370596340247849,0.203889394972684,-0.0314770489753283
MVZ,45613,Male,Adult,1924,10,9,-120.46574,40.90019,Picoides,villosus,78.1,9,160,-20,335,119,39,1.60940845700642,0.115601691313189,-0.227285194973307,0.375015921756861,-0.075075542809215
MVZ,45615,Male,Adult,1924,10,13,-120.46574,40.90019,Picoides,villosus,77.4,9,160,-20,335,119,39,1.60940845700642,0.115601691313189,-0.227285194973307,0.375015921756861,-0.075075542809215
MVZ,57383,Male,Adult,1930,4,30,-117.23,38.89,Picoides,villosus,65.2,9,185,-12,201,58,43,1.64965957761034,0.640332921746685,0.168551406617881,0.348987560010082,-0.0266625917899858
MVZ,63560,Male,Adult,1933,7,12,-116.47028,38.73167,Picoides,villosus,64.2,9,176,-16,232,67,47,1.66151966687044,0.435576888982327,0.0993324252851299,0.396424752777797,-0.0361212275244123
MVZ,67101,Male,Adult,1935,6,5,-118.72917,41.66194,Picoides,villosus,70,9,121,-53,423,140,64,1.79413549624802,-0.858825421665458,-0.376384008017285,0.526615022836753,-0.0700504084265487
MVZ,71847,Male,Adult,1937,6,16,-121.3146,43.7203,Picoides,villosus,72.3,9,124,-32,653,296,68,1.10095653861996,-0.941773441982313,-0.66973837830903,0.366166079003995,0.0221857383314783
MVZ,73512,Male,Adult,1938,6,22,-121.5351,44.0323,Picoides,villosus,79.6,9,127,-25,834,391,78,0.631360918518016,-1.06363036293154,-0.758322595468055,0.222268654006908,0.0529719586880783
MVZ,77378,Male,Adult,1939,6,15,-119.34,38.62139,Picoides,villosus,72,9,146,-25,401,168,50,1.51107566758722,-0.253391809445411,-0.360257072948448,0.419877856909338,-0.0126310165929357
MVZ,79655,Male,Adult,1940,5,14,-122.0503,42.7457,Picoides,villosus,66.1,9,155,-8,746,364,54,0.608985442588399,-0.348855846966986,-0.657368685355093,0.0616444858249274,0.0358436817339589
MVZ,83441,Male,Adult,1941,6,13,-121.7295,44.349,Picoides,villosus,74.3,9,141,-14,1128,543,90,-0.163107157996214,-1.09723996614851,-0.834512375368752,-0.119460161337739,0.0902847364565293
MVZ,84855,Male,Adult,1942,5,27,-118.196981,36.593373,Picoides,villosus,63.3,9,197,22,331,162,23,1.13684990715926,0.97545741781765,-0.171557122208221,0.226481250463658,-0.00823591010935876
MVZ,84860,Male,Adult,1942,6,11,-117.9725246,37.0202014,Picoides,villosus,64.4,9,159,-11,295,122,39,1.5992336489381,0.166286012614142,-0.267543691735317,0.471162071247613,-0.0210659409110914
MVZ,84863,Male,Adult,1942,6,23,-118.622466,37.848788,Picoides,villosus,65.5,9,162,-12,253,104,40,1.65940052535981,0.236464053136552,-0.188219647601079,0.479931452253334,-0.00570933634357984
MVZ,125670,Male,Adult,1952,5,17,-119.181567,37.941801,Picoides,villosus,67.2,9,112,-34,560,250,52,1.43879999790023,-0.982067004409449,-0.837874594849854,0.511054025036499,-0.0285332267596587
MVZ,115775,Male,Adult,1948,5,21,-121.121,41.559333,Picoides,villosus,65.3,9,166,-5,409,153,41,1.34159877687888,0.219820742880649,-0.260630988661489,0.367174801923777,-0.0827890591346216
MCZ,282815,Male,Unknown,1935,4,28,-120.0333023,51.6500015,Picoides,villosus,85.6,9,166,-55,509,153,85,1.32749282818316,-0.320707501139513,0.258540742642406,0.0883570637838191,-0.0514570339993507
MCZ,282818,Male,Unknown,1935,5,3,-120.0333023,51.6500015,Picoides,villosus,88.2,9,166,-55,509,153,85,1.32749282818316,-0.320707501139513,0.258540742642406,0.0883570637838191,-0.0514570339993507
MCZ,282820,Male,Unknown,1935,5,5,-120.0333023,51.6500015,Picoides,villosus,87.8,9,166,-55,509,153,85,1.32749282818316,-0.320707501139513,0.258540742642406,0.0883570637838191,-0.0514570339993507
MCZ,282819,Male,Unknown,1935,5,5,-120.0333023,51.6500015,Picoides,villosus,78.2,9,166,-55,509,153,85,1.32749282818316,-0.320707501139513,0.258540742642406,0.0883570637838191,-0.0514570339993507
MCZ,282821,Male,Unknown,1935,5,6,-120.0333023,51.6500015,Picoides,villosus,81.4,9,166,-55,509,153,85,1.32749282818316,-0.320707501139513,0.258540742642406,0.0883570637838191,-0.0514570339993507
MCZ,282824,Male,Unknown,1935,5,19,-120.0333023,51.6500015,Picoides,villosus,76.7,9,166,-55,509,153,85,1.32749282818316,-0.320707501139513,0.258540742642406,0.0883570637838191,-0.0514570339993507
UMMZ,107851,Male,Unknown,1940,8,19,-119.7497894,48.6297319,Picoides,villosus,78,9,148,-62,377,133,69,1.712488280668,-0.480381004617389,0.00237457609383096,0.230343574065618,0.00925284080635483
UMMZ,107852,Male,Unknown,1940,8,12,-119.7497894,48.7382732,Picoides,villosus,66.9,9,145,-64,373,129,71,1.74546719505915,-0.543562004806387,0.000593114561092706,0.259257860377971,0.00972298056747084
UMMZ,227376,Male,Unknown,1986,5,31,-121.9166667,41.3166667,Picoides,villosus,74,9,171,9,925,434,45,0.139925205618705,-0.0989072915620682,-0.755197897454142,-0.16827677379246,-0.046989705096611
MVZ,65225,Unknown,Adult,1934,7,7,-118.81028,38.90734,Picoides,villosus,71.8,9,205,4,142,42,29,1.58905695103897,1.15158408643876,0.248575470458137,0.272175710279092,-0.0275757503221324
MVZ,98355,Unknown,Adult,1946,7,10,-119.17389,38.4625,Picoides,villosus,58.6,9,157,-21,282,111,44,1.67941809420305,0.070046714144566,-0.194635880369709,0.449746951351585,-0.0127037893881646
UMMZ,107853,Unknown,Unknown,1940,7,19,-119.9193631,48.4448039,Picoides,villosus,68.3,9,135,-71,468,187,73,1.6249149454159,-0.835895550789434,-0.17708274721125,0.187095471201027,0.0323115765802575
MVZ,61368,Female,Adult,1932,7,28,-116.7244,48.1081,Picoides,pubescens,25.5,10,153,-37,832,336,107,0.527872947583145,-0.827019704624458,-0.102782277455737,0.0579119689427324,0.0347924451571616
CAS,57930,Female,Adult,1941,9,26,-115.38086,46.00094,Picoides,pubescens,28.2,10,134,-56,719,229,116,1.04025365682366,-1.14256043620182,0.0243664086997849,0.328195776500929,-0.058242461875762
CAS,57931,Female,Adult,1941,9,25,-115.36616,46.01118,Picoides,pubescens,27.3,10,137,-54,700,221,115,1.04999873518432,-1.06461538211442,0.0575777525324904,0.329962754624805,-0.0554426027997299
KU,27581,Female,Unknown,1949,6,30,-110.682998,43.6813712,Picoides,pubescens,38.2,10,139,-98,531,176,101,1.58879227227176,-1.0832748317192,0.19953346548758,0.0254916988473423,0.0268598703063226
KU,27582,Female,Unknown,1949,7,13,-111.172949,43.3163447,Picoides,pubescens,28,10,163,-62,457,136,98,1.41350015296983,-0.433115825499693,0.392877592041508,0.157898280922198,0.0153171462880923
MCZ,282855,Female,Unknown,1934,4,24,-121.2833023,51.6500015,Picoides,pubescens,24.81,10,145,-67,443,149,67,1.67003693640411,-0.588442629388104,-0.065370150843848,0.161285616827383,-0.0422843687051132
UMMZ,75634,Female,Unknown,1934,9,2,-111.3815451,42.2392739,Picoides,pubescens,24.3,10,169,-63,358,108,78,1.61970889122394,-0.174531057410537,0.351757055523873,0.0911254616722975,0.0152604854533505
MVZ,77863,Male,Adult,1939,8,20,-111.106,44.1296,Picoides,pubescens,27.9,10,142,-89,597,190,110,1.39133394684258,-1.07590974274878,0.246913144040459,0.0581656585462291,0.00306952079078326
MVZ,61367,Male,Adult,1932,6,29,-117.6822,45.1011,Picoides,pubescens,27.2,10,149,-39,461,158,70,1.4461192089928,-0.405509414084376,-0.104869163201672,0.343613719003974,-0.0430758077900234
MVZ,73534,Male,Adult,1938,7,6,-118.4086,44.2483,Picoides,pubescens,26.4,10,138,-57,433,165,62,1.65717871210373,-0.625441839778225,-0.240937162849748,0.275023053024686,-0.0150479061452708
MVZ,79669,Male,Adult,1940,5,27,-114.223289,46.750939,Picoides,pubescens,27.7,10,147,-51,430,135,88,1.5239529109833,-0.560689003916661,0.106090171153502,0.381845217010018,0.000672717174442193
DMNS,45008,Male,Unknown,2008,6,3,-108.72642,42.56598,Picoides,pubescens,26,10,135,-86,359,118,75,1.94489242455638,-0.824389382353443,0.0178682789465778,0.21553057949189,0.0159427647958482
DMNS,45035,Male,Unknown,2008,6,4,-108.72642,42.56598,Picoides,pubescens,26,10,135,-86,359,118,75,1.94489242455638,-0.824389382353443,0.0178682789465778,0.21553057949189,0.0159427647958482
DMNS,45036,Male,Unknown,2008,6,4,-108.72642,42.56598,Picoides,pubescens,27.5,10,135,-86,359,118,75,1.94489242455638,-0.824389382353443,0.0178682789465778,0.21553057949189,0.0159427647958482
MCZ,282859,Male,Unknown,1933,10,2,-124.0333023,52.4000015,Picoides,pubescens,26.3,10,120,-115,380,123,52,2.2609648091955,-1.1139342892851,-0.253961393993299,0.0199578677323967,-0.0686917039132014
MVZ,79657,Female,Adult,1940,5,28,-114.223289,46.750939,Picoides,villosus,68.3,10,147,-51,430,135,88,1.5239529109833,-0.560689003916661,0.106090171153502,0.381845217010018,0.000672717174442193
UMMZ,75639,Female,Adult,1934,7,8,-110.5666667,42.4,Picoides,villosus,64,10,120,-104,380,105,86,2.09474635319855,-1.21372394430696,0.0265392179637498,0.271294038723596,-0.0105433001096401
MVZ,156194,Female,Adult,1966,6,27,-115.1046,48.4844,Picoides,villosus,67.6,10,131,-67,719,249,125,1.03799655935928,-1.30786341197076,0.0692011757044819,0.274206919205152,0.0214549669071284
MVZ,61363,Female,Adult,1932,7,8,-115.5652,44.6542,Picoides,villosus,68.2,10,107,-90,637,226,97,1.55562453117996,-1.6103542299129,-0.301342380836984,0.280942724171054,-0.0240261933191753
MVZ,73520,Female,Adult,1938,7,4,-118.4086,44.2483,Picoides,villosus,65.5,10,138,-57,433,165,62,1.65717871210373,-0.625441839778225,-0.240937162849748,0.275023053024686,-0.0150479061452708
MVZ,73522,Female,Adult,1938,7,5,-118.4086,44.2483,Picoides,villosus,60.8,10,138,-57,433,165,62,1.65717871210373,-0.625441839778225,-0.240937162849748,0.275023053024686,-0.0150479061452708
MVZ,73531,Female,Adult,1938,7,12,-117.3669,45.2558,Picoides,villosus,64.7,10,77,-95,795,297,109,1.41841187203559,-2.29702163523161,-0.646087255708354,0.420919656784628,-0.0331193121728935
MVZ,77859,Female,Adult,1959,8,18,-111.106,44.1296,Picoides,villosus,66.1,10,142,-89,597,190,110,1.39133394684258,-1.07590974274878,0.246913144040459,0.0581656585462291,0.00306952079078326
MVZ,79658,Female,Adult,1940,5,29,-114.223289,46.750939,Picoides,villosus,74.5,10,147,-51,430,135,88,1.5239529109833,-0.560689003916661,0.106090171153502,0.381845217010018,0.000672717174442193
MVZ,88708,Female,Adult,1935,6,5,-120.0333,51.7946,Picoides,villosus,69.7,10,148,-66,613,182,112,1.22346199018349,-0.870704369629478,0.265760189453897,0.200690127232447,-0.036340437138016
MVZ,98530,Female,Adult,1947,7,12,-109.9019,45.0369,Picoides,villosus,64.3,10,97,-104,693,210,151,1.44291373048239,-2.13178497351217,0.110262546003704,0.479867262560207,0.0340292157933413
MVZ,98532,Female,Adult,1947,7,27,-112.8635,45.4231,Picoides,villosus,69.1,10,132,-74,342,139,44,2.00337157872105,-0.656770017013781,-0.347072828356447,0.198370225198642,-0.0154460552639276
MVZ,156196,Female,Adult,1966,7,2,-115.733,48.8933,Picoides,villosus,67,10,141,-61,774,286,127,0.80566677169649,-1.18169436615929,0.105052233173274,0.155421602545341,0.0518393941062314
MVZ,61360,Female,Adult,1932,6,21,-120.4269,44.3964,Picoides,villosus,67,10,145,-26,440,175,60,1.42825488329191,-0.349245813874981,-0.300237460645207,0.435249401494001,-0.0142853004356763
MVZ,61361,Female,Adult,1932,6,21,-120.4269,44.3964,Picoides,villosus,66.6,10,145,-26,440,175,60,1.42825488329191,-0.349245813874981,-0.300237460645207,0.435249401494001,-0.0142853004356763
MVZ,73519,Female,Adult,1938,7,4,-118.4086,44.2483,Picoides,villosus,69.7,10,138,-57,433,165,62,1.65717871210373,-0.625441839778225,-0.240937162849748,0.275023053024686,-0.0150479061452708
MVZ,73523,Female,Adult,1938,7,6,-118.4086,44.2483,Picoides,villosus,66.3,10,138,-57,433,165,62,1.65717871210373,-0.625441839778225,-0.240937162849748,0.275023053024686,-0.0150479061452708
MVZ,73525,Female,Adult,1938,7,7,-118.4086,44.2483,Picoides,villosus,61.4,10,138,-57,433,165,62,1.65717871210373,-0.625441839778225,-0.240937162849748,0.275023053024686,-0.0150479061452708
MVZ,79659,Female,Adult,1940,5,29,-114.223289,46.750939,Picoides,villosus,75.1,10,147,-51,430,135,88,1.5239529109833,-0.560689003916661,0.106090171153502,0.381845217010018,0.000672717174442193
DMNS,45430,Female,Unknown,2009,6,26,-110.9229666667,46.81075,Picoides,villosus,63,10,141,-57,471,195,68,1.51426565698522,-0.648253355332192,-0.213608112944213,0.209805410474754,0.0304037111444909
DMNS,45436,Female,Unknown,2009,6,26,-110.9229666667,46.81075,Picoides,villosus,63,10,141,-57,471,195,68,1.51426565698522,-0.648253355332192,-0.213608112944213,0.209805410474754,0.0304037111444909
DMNS,45437,Female,Unknown,2009,6,26,-110.9229666667,46.81075,Picoides,villosus,67,10,141,-57,471,195,68,1.51426565698522,-0.648253355332192,-0.213608112944213,0.209805410474754,0.0304037111444909
KU,27578,Female,Unknown,1949,7,9,-111.172949,43.3163447,Picoides,villosus,59.9,10,163,-62,457,136,98,1.41350015296983,-0.433115825499693,0.392877592041508,0.157898280922198,0.0153171462880923
MCZ,282794,Female,Unknown,1932,3,31,-122.3144578,52.1166668,Picoides,villosus,69.9,10,159,-68,377,143,50,1.73655793164494,-0.251016628706543,-0.0363904294388488,-0.0190819158163754,-0.0160903560468031
MCZ,282802,Female,Unknown,1933,6,4,-125.4247284,52.1077704,Picoides,villosus,79.45,10,94,-77,618,223,103,1.56521192896685,-1.76330178784364,-0.425508201028733,0.554275115724717,-0.00239936161743303
MCZ,282827,Female,Unknown,1932,4,4,-123.278532,52.08304,Picoides,villosus,74.2,10,152,-76,335,129,38,1.94324787179274,-0.312778652381086,-0.158007276245048,-0.0250322539693953,-0.0355093225303378
MCZ,282807,Female,Unknown,1933,9,9,-124.0333023,52.4000015,Picoides,villosus,77.94,10,120,-115,380,123,52,2.2609648091955,-1.1139342892851,-0.253961393993299,0.0199578677323967,-0.0686917039132014
UMMZ,75635,Male,Adult,1934,7,8,-110.5666667,42.4,Picoides,villosus,83.2,10,120,-104,380,105,86,2.09474635319855,-1.21372394430696,0.0265392179637498,0.271294038723596,-0.0105433001096401
MVZ,124789,Male,Adult,1951,10,5,-116.8518,46.8049,Picoides,villosus,82,10,144,-31,743,278,96,0.80405658514884,-0.796157821732502,-0.202575326836074,0.274241398986478,-0.0360052325964515
MVZ,156197,Male,Adult,1966,7,2,-115.733,48.8933,Picoides,villosus,80,10,141,-61,774,286,127,0.80566677169649,-1.18169436615929,0.105052233173274,0.155421602545341,0.0518393941062314
MVZ,61364,Male,Adult,1932,7,8,-115.5652,44.6542,Picoides,villosus,75.2,10,107,-90,637,226,97,1.55562453117996,-1.6103542299129,-0.301342380836984,0.280942724171054,-0.0240261933191753
MVZ,61365,Male,Adult,1932,7,20,-115.9076,46.3966,Picoides,villosus,67,10,160,-28,858,294,116,0.460507243592556,-0.698249044907338,0.0873225874456366,0.147847182171983,-0.0718272212247877
MVZ,73511,Male,Adult,1938,6,20,-120.9544,44.4383,Picoides,villosus,73.5,10,142,-12,438,177,56,1.38638731958752,-0.301361940511213,-0.414443939683832,0.562859939107635,-0.0273214611177057
MVZ,73528,Male,Adult,1938,7,10,-117.3669,45.2558,Picoides,villosus,79.7,10,77,-95,795,297,109,1.41841187203559,-2.29702163523161,-0.646087255708354,0.420919656784628,-0.0331193121728935
MVZ,73530,Male,Adult,1938,7,12,-117.3669,45.2558,Picoides,villosus,77,10,77,-95,795,297,109,1.41841187203559,-2.29702163523161,-0.646087255708354,0.420919656784628,-0.0331193121728935
MVZ,77858,Male,Adult,1959,8,15,-111.106,44.1296,Picoides,villosus,73.8,10,142,-89,597,190,110,1.39133394684258,-1.07590974274878,0.246913144040459,0.0581656585462291,0.00306952079078326
MVZ,79656,Male,Adult,1940,5,27,-114.223289,46.750939,Picoides,villosus,84.5,10,147,-51,430,135,88,1.5239529109833,-0.560689003916661,0.106090171153502,0.381845217010018,0.000672717174442193
MVZ,80479,Male,Adult,1940,7,25,-118.2425,44.9778,Picoides,villosus,67.8,10,96,-79,718,285,92,1.38563650938576,-1.7800717624471,-0.606711624282073,0.34377817365732,-0.0113350151912579
MVZ,98529,Male,Adult,1947,7,4,-108.4843,45.2077,Picoides,villosus,84.1,10,134,-72,520,201,83,1.51508891276015,-0.943090967561238,-0.130451493008525,0.187047376820562,0.0311137018554027
MVZ,122438,Male,Adult,1950,5,6,-116.453,46.8276,Picoides,villosus,92,10,165,-19,806,306,102,0.465429942789161,-0.482963404267479,-0.019797745891495,0.120280068764422,-0.0204376277569006
MVZ,156195,Male,Adult,1966,6,19,-115.9594,48.2479,Picoides,villosus,83.6,10,130,-58,926,365,128,0.543620597340847,-1.47403242225893,-0.166304178142146,0.11822062593041,0.0447447414999548
MVZ,73518,Male,Adult,1938,7,2,-118.4086,44.2483,Picoides,villosus,74.3,10,138,-57,433,165,62,1.65717871210373,-0.625441839778225,-0.240937162849748,0.275023053024686,-0.0150479061452708
MVZ,73521,Male,Adult,1938,7,5,-118.4086,44.2483,Picoides,villosus,69.8,10,138,-57,433,165,62,1.65717871210373,-0.625441839778225,-0.240937162849748,0.275023053024686,-0.0150479061452708
MVZ,73524,Male,Adult,1938,7,7,-118.4086,44.2483,Picoides,villosus,75.8,10,138,-57,433,165,62,1.65717871210373,-0.625441839778225,-0.240937162849748,0.275023053024686,-0.0150479061452708
MVZ,73527,Male,Adult,1938,7,9,-117.3669,45.2558,Picoides,villosus,82.3,10,77,-95,795,297,109,1.41841187203559,-2.29702163523161,-0.646087255708354,0.420919656784628,-0.0331193121728935
MVZ,73529,Male,Adult,1938,7,11,-117.3257,45.2124,Picoides,villosus,82.5,10,82,-92,769,286,106,1.43183957072892,-2.16663827405049,-0.605470776227171,0.41015770037638,-0.0340504021540574
MVZ,77753,Male,Adult,1939,7,28,-117.8275,46.0561,Picoides,villosus,71.5,10,122,-51,760,300,89,1.01550442449285,-1.23755751232331,-0.472830631866017,0.263380377801892,-0.0322979122078749
MVZ,98531,Male,Adult,1947,7,17,-109.9019,45.0369,Picoides,villosus,77.5,10,97,-104,693,210,151,1.44291373048239,-2.13178497351217,0.110262546003704,0.479867262560207,0.0340292157933413
CAS,57927,Male,Adult,1941,9,23,-115.36616,46.01118,Picoides,villosus,81.5,10,137,-54,700,221,115,1.04999873518432,-1.06461538211442,0.0575777525324904,0.329962754624805,-0.0554426027997299
CAS,57928,Male,Adult,1941,9,10,-115.36616,46.01118,Picoides,villosus,83,10,137,-54,700,221,115,1.04999873518432,-1.06461538211442,0.0575777525324904,0.329962754624805,-0.0554426027997299
DMNS,44971,Male,Unknown,2008,6,3,-108.72642,42.56598,Picoides,villosus,66,10,135,-86,359,118,75,1.94489242455638,-0.824389382353443,0.0178682789465778,0.21553057949189,0.0159427647958482
DMNS,45069,Male,Unknown,2008,6,5,-109.76675,42.9608,Picoides,villosus,72,10,117,-99,347,112,71,2.16723075653737,-1.14665226456524,-0.155864769891994,0.286504607127534,-0.00245611521182681
DMNS,45425,Male,Unknown,2009,6,25,-111.8733333333,46.7915333333,Picoides,villosus,67,10,170,-43,346,149,45,1.57249682236225,0.0927158880013865,-0.0472782305318401,0.0609242576461554,0.0193038685245799
DMNS,45431,Male,Unknown,2009,6,26,-110.9229666667,46.81075,Picoides,villosus,76,10,141,-57,471,195,68,1.51426565698522,-0.648253355332192,-0.213608112944213,0.209805410474754,0.0304037111444909
DMNS,45448,Male,Unknown,2009,6,27,-111.8733333333,46.7915333333,Picoides,villosus,78,10,170,-43,346,149,45,1.57249682236225,0.0927158880013865,-0.0472782305318401,0.0609242576461554,0.0193038685245799
KU,25143,Male,Unknown,1948,8,29,-114.650885,43.795356,Picoides,villosus,75,10,103,-103,512,176,87,1.91639580907467,-1.59550070678248,-0.287025370039678,0.297459330960511,-0.0147503561971382
MCZ,282800,Male,Unknown,1932,5,22,-125.8334112,52.3999576,Picoides,villosus,87.68,10,127,-48,775,303,115,0.837237027681859,-1.28347092687745,-0.217258522379322,0.330452014378171,0.0395267284337027
