Institution,CatalogNo,Sex,Age,Year,Month,Day,Long,Lat,Genus,Species,Mass.g,bcpic,bio10,bio11,bio12,bio16,bio17,Comp.1,Comp.2,Comp.3,Comp.4,Comp.5
YPM,YPM ORN 144210,Male,Adult,1979,4,1,-73.2642,41.1411,Picoides,villosus,71.2,30,215,-6,1159,315,273,-0.997636473083082,-0.672676437613591,1.85568178506379,0.246549531417198,0.114751800811943
YPM,YPM ORN 103252,Male,Unknown,1967,7,26,-72.9975,41.4217,Picoides,villosus,56,30,203,-22,1248,335,293,-1.04912166378037,-1.1063203058287,1.90184329795977,0.248929156788498,0.111241731046871
YPM,YPM ORN 103274,Male,Unknown,1967,7,26,-72.9975,41.4217,Picoides,villosus,56.5,30,203,-22,1248,335,293,-1.04912166378037,-1.1063203058287,1.90184329795977,0.248929156788498,0.111241731046871
YPM,YPM ORN 103678,Male,Unknown,1968,6,18,-72.7175,41.9958,Picoides,villosus,75.2,30,209,-30,1165,306,266,-0.78874164842126,-0.857437487160818,1.82438630740561,0.0916778327249985,0.069265665066399
YPM,YPM ORN 107059,Male,Unknown,1974,5,30,-72.69,41.4819,Picoides,villosus,65.9,30,211,-15,1211,322,285,-1.03982361245517,-0.875239249665881,1.92452302013811,0.228657191100719,0.1041211023731
KU,55507,Male,Unknown,1966,6,25,-82.4584312,27.9503656,Picoides,pubescens,22.8,31,276,162,1165,530,159,-2.24679224687606,1.61155681770642,0.647160942134566,0.255462002567555,0.243778810945054
MVZ,145788,Female,Adult,1926,11,27,-121.8874757,39.362006,Picoides,pubescens,23.5,32,242,81,498,262,11,0.224224496970722,1.90708117722408,-0.167603694921062,0.00174822681275155,-0.0102686576882635
MVZ,63706,Female,Adult,1933,10,19,-118.49432,35.4277106,Picoides,pubescens,24.5,32,215,55,379,191,13,0.784297546093023,1.44181176922826,-0.223118951751321,0.217095651100826,-0.0321413337211316
MVZ,124719,Female,Adult,1951,12,8,-122.694834,38.9992745,Picoides,pubescens,24.7,32,221,65,750,411,10,-0.106666030172354,1.26732205283117,-0.632438196124274,-0.241814887553767,0.0206281422402446
MVZ,51745,Female,Adult,1927,12,22,-121.9121622,40.3351913,Picoides,pubescens,24.5,32,235,73,897,419,32,-0.487113458179502,1.34003213953906,-0.353538177877291,-0.300423849000557,-0.0728154971479969
MVZ,117224,Female,Adult,1947,8,29,-120.33745,35.57592,Picoides,pubescens,24,32,220,81,432,241,3,0.501371724848694,1.64942862963857,-0.428192410183803,0.247856884771292,-0.0169312973908708
MVZ,162585,Female,Adult,1971,7,11,-121.4335,38.96871,Picoides,pubescens,23.2,32,246,84,543,285,9,0.100916445125859,1.95768712843811,-0.195291959951387,-0.0731186895694636,-0.016561827673411
MVZ,29133,Female,Adult,1918,7,12,-121.14779,36.49089,Picoides,pubescens,22,32,213,86,385,205,5,0.629276845024558,1.60462785890875,-0.436305881414125,0.438411447189086,-0.0451908567725469
MVZ,43770,Female,Adult,1923,3,3,-121.9465328,39.2403281,Picoides,pubescens,24,32,241,80,449,235,10,0.343116488131813,1.93421030387488,-0.13202375081199,0.0585804205499948,-0.0168761147873567
MVZ,51747,Female,Adult,1927,12,29,-122.1254,40.1707,Picoides,pubescens,23.3,32,261,86,604,298,21,-0.139178918279889,2.1040030676091,0.0312624127021917,-0.203113829897818,-0.0159987236439034
MVZ,88425,Female,Adult,1943,6,14,-122.8339037,40.325449,Picoides,pubescens,27.6,32,209,48,982,498,28,-0.420500434017239,0.720496454779835,-0.730139924680473,-0.410728503090006,-0.00812092977597054
CAS,87660,Female,Adult,1979,11,5,-122.47622,37.72193,Picoides,pubescens,27.13,32,162,106,617,323,9,0.353262986157307,0.693279046685152,-1.24320949191001,0.865273061772646,-0.0839428743625812
CAS,61935,Female,Adult,1956,4,19,-122.4658,37.76937,Picoides,pubescens,26.6,32,164,106,651,343,9,0.266718066692929,0.693866387136902,-1.25957746750553,0.802444362590945,-0.07728159680851
LACM,113624,Female,Unknown,2004,6,29,-118.062852,33.795627,Picoides,pubescens,18.9,32,221,133,285,166,3,0.512528531698049,2.06992769605335,-0.440908284556068,0.834993853918226,-0.033248551587262
LACM,100315,Female,Unknown,0,NA,NA,-119.1793213,34.1867027,Picoides,pubescens,13.5,32,191,127,324,193,0,0.649872054548803,1.54346466313417,-0.819880397289583,1.01943180235154,-0.0441843618618498
MVZ,29693,Male,Adult,1918,11,14,-120.6973,35.723588,Picoides,pubescens,24.5,32,215,88,299,175,1,0.767837070618871,1.73075569294154,-0.393931951152141,0.49741188585651,-0.0204752339055757
MVZ,63707,Male,Adult,1933,11,16,-118.5536,35.3819,Picoides,pubescens,25.8,32,219,58,379,192,11,0.749822647626303,1.53014335009238,-0.208249096540269,0.192373322611476,-0.0345703879296692
WFVZ,33243,Male,Adult,1985,5,2,-118.5194778,34.0956716,Picoides,pubescens,25.5,32,223,119,511,292,6,0.0841420144975061,1.81087837903769,-0.589082717702997,0.437062242441249,0.00186567961894529
WFVZ,44697,Male,Adult,1988,7,6,-118.2291126,34.1875238,Picoides,pubescens,20.5,32,235,119,508,298,7,-0.00408679288213404,1.99169997781165,-0.461402705482752,0.313252345551774,0.0315098906286144
MVZ,45346,Male,Adult,1924,5,18,-122.0695,40.3146,Picoides,pubescens,29.1,32,256,83,767,371,27,-0.425445999667955,1.84707554138305,-0.105284575475237,-0.325932039224182,-0.0295629255255203
MVZ,51746,Male,Adult,1927,12,23,-121.9121622,40.3351913,Picoides,pubescens,25.8,32,235,73,897,419,32,-0.487113458179502,1.34003213953906,-0.353538177877291,-0.300423849000557,-0.0728154971479969
MVZ,117225,Male,Adult,1947,9,1,-120.33745,35.57592,Picoides,pubescens,22.9,32,220,81,432,241,3,0.501371724848694,1.64942862963857,-0.428192410183803,0.247856884771292,-0.0169312973908708
MVZ,170492,Male,Adult,1981,11,3,-122.7689064,39.1332184,Picoides,pubescens,28.5,32,182,46,1176,612,20,-0.631321677090722,0.150174333909295,-1.29735503646473,-0.432140408562241,-0.0203569049593511
MVZ,29696,Male,Adult,1918,9,21,-120.84938,35.366994,Picoides,pubescens,23.6,32,164,114,382,210,3,0.783385678715621,0.99361319816888,-1.07883895221306,1.14658134077733,-0.0800283128466388
MVZ,63337,Male,Adult,1933,9,16,-121.9491551,39.583726,Picoides,pubescens,23.4,32,241,82,567,299,15,0.0650188853469651,1.81650825984088,-0.218808806164388,-0.0457707313469436,0.00324267905068609
MVZ,69555,Male,Adult,1936,6,5,-121.05343,36.5768639,Picoides,pubescens,23.5,32,205,69,549,285,8,0.434032906043714,1.23515625758975,-0.597134878504889,0.207798744788414,-0.0484613455711584
CAS,89175,Male,Adult,2001,6,18,-122.28117,37.86238,Picoides,pubescens,23.2,32,178,105,567,310,7,0.342880874932647,0.983332765905555,-1.05675066399251,0.727857592089422,-0.0468743309174505
CAS,70106,Male,Adult,1977,7,27,-122.68101,38.4526,Picoides,pubescens,17.1,32,190,88,850,475,11,-0.271308179687219,0.804752369107203,-1.15205079124229,0.129255538247124,0.0216095166483676
KU,105002,Male,Unknown,1971,2,14,-121.5902214,36.2971689,Picoides,pubescens,25.4,32,164,65,816,421,10,0.162564285123841,0.332036561926735,-1.27038492625602,0.288294614108116,-0.0775025260970051
LACM,97439,Unknown,Unknown,1981,6,0,-118.5033416,34.0453344,Picoides,pubescens,21.3,32,217,133,449,263,5,0.170016292256206,1.84797812378056,-0.650809555661672,0.675892471796213,-0.00267556028818733
MVZ,29692,Female,Adult,1918,11,11,-120.6973,35.723588,Picoides,villosus,61.8,32,215,88,299,175,1,0.767837070618871,1.73075569294154,-0.393931951152141,0.49741188585651,-0.0204752339055757
MVZ,25892,Female,Adult,1915,10,28,-119.881282,37.588966,Picoides,villosus,58.3,32,211,50,986,492,20,-0.400934193404918,0.805066885316404,-0.772519345680271,-0.438878681622714,-0.0524972452768816
MVZ,31057,Female,Adult,1919,6,8,-121.420517,36.144555,Picoides,villosus,56.5,32,160,59,828,427,9,0.199866935701415,0.231858139024257,-1.31403215515393,0.261391692497829,-0.0814876681638798
MVZ,54486,Female,Adult,1929,7,1,-119.04701,34.827853,Picoides,villosus,58.8,32,173,35,632,321,12,0.643620308534138,0.463283945782978,-0.868872636333851,0.178177362238749,-0.0612473897450803
MVZ,63702,Female,Adult,1933,10,8,-118.49432,35.4277106,Picoides,villosus,67,32,215,55,379,191,13,0.784297546093023,1.44181176922826,-0.223118951751321,0.217095651100826,-0.0321413337211316
WFVZ,29397,Female,Adult,1984,3,11,-116.5451531,33.5278746,Picoides,villosus,58,32,220,67,453,219,30,0.487497074847946,1.44277081000564,-0.121425737600757,0.262591910796193,-0.00681601089583608
WFVZ,50953,Female,Adult,1992,11,19,-119.2914963,34.6342529,Picoides,villosus,56.5,32,166,37,710,367,11,0.510133678377593,0.298325997958694,-1.04616197183537,0.162573748084091,-0.0574126968264213
MVZ,30329,Female,Adult,1918,12,12,-121.83944,36.609496,Picoides,villosus,60.2,32,157,107,396,232,5,0.796648274522238,0.813830482570144,-1.15374030942815,1.12939103981499,-0.0396923301759941
MVZ,51742,Female,Adult,1927,12,23,-121.9420806,40.3303351,Picoides,villosus,53.1,32,239,75,889,419,31,-0.510740493933393,1.42265951061192,-0.324420515509917,-0.324737131855446,-0.0638920670405513
MVZ,29132,Female,Adult,1918,7,20,-121.1477897,36.49089,Picoides,villosus,59.5,32,213,86,385,205,5,0.629276845024558,1.60462785890875,-0.436305881414125,0.438411447189086,-0.0451908567725469
MVZ,30330,Female,Adult,1919,1,2,-121.896224,36.570714,Picoides,villosus,60,32,154,104,530,306,5,0.549144391049994,0.632419739119626,-1.3174750554423,0.973110535944895,-0.0312218780261089
MVZ,53766,Female,Adult,1928,11,29,-122.9028508,39.2027722,Picoides,villosus,55.5,32,218,65,890,477,11,-0.363611353683728,1.09947737663372,-0.784576824016134,-0.360248380711496,0.00377337312274501
MVZ,80637,Female,Adult,1940,11,23,-121.7523,36.3711,Picoides,villosus,65.7,32,162,78,809,427,8,0.107813849442111,0.379941962939425,-1.36002220470514,0.401786308825047,-0.0670133197268775
MVZ,87262,Female,Adult,1941,3,23,-122.4146917,38.5618333,Picoides,villosus,63.2,32,213,79,942,523,9,-0.544854348450128,1.04850789381083,-0.984453687962718,-0.290339357346437,0.0339915835017008
MVZ,25830,Female,Unknown,1915,5,30,-120.29042,37.65638,Picoides,villosus,57.3,32,241,74,583,288,8,0.145391893590364,1.80830572980776,-0.234945403231938,-0.130011551598436,-0.0626584839944919
KU,100483,Female,Unknown,1962,4,21,-121.765404,38.7643873,Picoides,villosus,60.2,32,241,82,473,248,7,0.29511588471515,1.93907726991324,-0.188512523163928,0.03462261591664,-0.0261071081169694
MVZ,117222,Male,Adult,1947,8,30,-120.33745,35.57592,Picoides,villosus,67.3,32,220,81,432,241,3,0.501371724848694,1.64942862963857,-0.428192410183803,0.247856884771292,-0.0169312973908708
MVZ,63704,Male,Adult,1933,10,15,-118.49432,35.4277106,Picoides,villosus,67.7,32,215,55,379,191,13,0.784297546093023,1.44181176922826,-0.223118951751321,0.217095651100826,-0.0321413337211316
MVZ,69552,Male,Adult,1936,7,19,-120.7856667,36.294333,Picoides,villosus,62.7,32,196,58,683,355,7,0.279265541686739,0.924309124356104,-0.801218189334578,0.0475302634386081,-0.0535256005870112
MVZ,188698,Male,Adult,2004,8,20,-122.8688528,38.0496742,Picoides,villosus,56.7,32,166,89,1057,574,13,-0.540547318523362,0.251074672014758,-1.58876046950536,0.158529273769065,-0.0117309189160719
WFVZ,53217,Male,Adult,1996,12,13,-119.265425,34.643093,Picoides,villosus,65.4,32,166,37,710,367,11,0.510133678377593,0.298325997958694,-1.04616197183537,0.162573748084091,-0.0574126968264213
MVZ,117223,Male,Adult,1947,9,8,-120.23726,35.27921,Picoides,villosus,69.4,32,195,71,652,354,5,0.25583813239616,1.00478812890572,-0.865431494334555,0.170885272795949,-0.0287554212878962
MVZ,29131,Male,Adult,1918,7,15,-121.14779,36.49089,Picoides,villosus,68.7,32,213,86,385,205,5,0.629276845024558,1.60462785890875,-0.436305881414125,0.438411447189086,-0.0451908567725469
MVZ,29690,Male,Adult,1918,11,22,-121.01185,36.125721,Picoides,villosus,64.8,32,203,93,247,135,2,0.944083153523818,1.61772156092525,-0.456872181740655,0.741956825758459,-0.0585846792878294
MVZ,45692,Male,Adult,1924,12,20,-122.1157799,40.2964682,Picoides,villosus,68.9,32,258,84,730,355,26,-0.370266233123991,1.9184816514131,-0.0639405473290926,-0.30348782942545,-0.0235115736142747
MVZ,51741,Male,Adult,1927,12,22,-121.9121622,40.3351913,Picoides,villosus,61.8,32,235,73,897,419,32,-0.487113458179502,1.34003213953906,-0.353538177877291,-0.300423849000557,-0.0728154971479969
MVZ,62654,Male,Adult,1932,12,20,-119.0741,36.7055,Picoides,villosus,68.9,32,232,65,719,376,11,-0.076538124084804,1.47468078016073,-0.442683517099156,-0.284841190931062,-0.0146424736684019
MVZ,69549,Male,Adult,1936,6,10,-120.6323,36.3557,Picoides,villosus,71.5,32,186,49,841,433,10,0.0633339223998373,0.57079860431627,-1.00529492146104,-0.0917271732918688,-0.0587196300779738
MVZ,69550,Male,Adult,1936,6,12,-120.6323,36.3557,Picoides,villosus,72,32,186,49,841,433,10,0.0633339223998373,0.57079860431627,-1.00529492146104,-0.0917271732918688,-0.0587196300779738
MVZ,30331,Male,Adult,1919,1,2,-121.896224,36.570714,Picoides,villosus,70.5,32,154,104,530,306,5,0.549144391049994,0.632419739119626,-1.3174750554423,0.973110535944895,-0.0312218780261089
MVZ,46916,Male,Adult,1925,11,21,-115.6166667,31.016667,Picoides,villosus,58,32,184,68,488,252,16,0.662519293698937,0.91297703390534,-0.689619754266843,0.51430543068513,-0.0394905697070268
CAS,89273,Male,Adult,2001,11,28,-122.69648,37.90533,Picoides,villosus,58.1,32,171,97,944,514,13,-0.381527833126451,0.470592523991315,-1.44583886659384,0.307184757727648,-0.0136678460511053
CAS,85144,Male,Adult,1986,5,25,-118.83148,36.49189,Picoides,villosus,65.7,32,242,70,608,316,12,0.0614564571446747,1.75056871329114,-0.228116461356423,-0.207903262058576,-0.0113872287250028
LACM,104944,Male,Unknown,1988,11,28,-117.98,34.343,Picoides,villosus,64,32,185,36,786,433,16,0.166415615159896,0.482648191203012,-0.917349128284589,-0.142820761786902,0.0352780770609694
MVZ,29130,Female,Adult,1915,2,18,-117.3337847,34.5994126,Picoides,villosus,56,33,258,80,134,62,9,0.903455645817742,2.48339133407457,0.372655603383922,0.262736444764366,-0.0279638217122353
MVZ,150321,Female,Adult,1963,6,18,-115.69417,36.31573,Picoides,villosus,53.4,33,145,-22,473,169,65,1.36645651593134,-0.365393529193496,-0.264811832682681,0.483308222044628,-0.0571284545415539
MVZ,77376,Female,Adult,1939,5,20,-115.5768055,35.5406156,Picoides,villosus,60,33,221,34,285,99,33,1.05634695209191,1.43291884968351,0.244173602737864,0.234358620085994,-0.0607771754602515
MVZ,80129,Female,Adult,1940,6,13,-115.50028,35.96583,Picoides,villosus,55,33,205,20,306,105,40,1.1683446340342,1.05646144948275,0.163345254980638,0.289782939462802,-0.0558091594940857
MVZ,27892,Female,Adult,1917,6,2,-117.080084,36.171153,Picoides,villosus,61.1,33,185,6,308,126,38,1.33031963384398,0.66174966600717,-0.0593389287338576,0.335680416600053,-0.0208599424304053
MVZ,80126,Female,Adult,1940,6,9,-117.14833,36.96528,Picoides,villosus,59.2,33,176,-8,255,91,43,1.56358174434607,0.470662341049227,-0.00346934504328844,0.402462064357919,-0.0229017196991037
MVZ,27894,Male,Adult,1917,9,30,-117.465934,36.58766,Picoides,villosus,64.8,33,218,22,195,79,27,1.29259767762206,1.41050289374782,0.244629126831745,0.207257050134303,-0.0102506056244301
MVZ,150322,Male,Adult,1963,6,20,-115.69146,36.30917,Picoides,villosus,67,33,145,-22,473,169,65,1.36645651593134,-0.365393529193496,-0.264811832682681,0.483308222044628,-0.0571284545415539
MVZ,150323,Male,Adult,1963,6,19,-115.65611,36.40167,Picoides,villosus,61.4,33,200,15,298,102,41,1.23582489690216,0.952107906895288,0.14009655253398,0.310225964957371,-0.0509922586700345
MVZ,150324,Male,Adult,1963,6,24,-115.70722,36.42194,Picoides,villosus,66.1,33,221,29,238,81,33,1.16562163616264,1.44203456574973,0.296310875139619,0.238289497395075,-0.0424817438808097
MVZ,27893,Male,Adult,1917,6,2,-117.080084,36.171153,Picoides,villosus,69.5,33,185,6,308,126,38,1.33031963384398,0.66174966600717,-0.0593389287338576,0.335680416600053,-0.0208599424304053
MVZ,77377,Male,Adult,1939,5,20,-115.5768055,35.5406156,Picoides,villosus,75.5,33,221,34,285,99,33,1.05634695209191,1.43291884968351,0.244173602737864,0.234358620085994,-0.0607771754602515
MSB,29766,Female,Unknown,2010,5,18,-108.7192,33.3696333333,Picoides,pubescens,24.3,34,152,-11,570,277,56,0.984608680516772,-0.273962572526427,-0.495104428905282,0.272398872874619,0.0541630178321965
UMMZ,159949,Female,Unknown,1964,6,25,-108.65,33.4,Picoides,pubescens,24.3,34,144,-17,580,285,56,1.040185227973,-0.442373066681459,-0.576558704463062,0.287467471029339,0.0580801557010266
UMMZ,159948,Male,Unknown,1964,6,13,-108.65,33.4,Picoides,pubescens,25.3,34,144,-17,580,285,56,1.040185227973,-0.442373066681459,-0.576558704463062,0.287467471029339,0.0580801557010266
MVZ,139458,Female,Adult,1959,6,24,-106.81667,29.44306,Picoides,villosus,49.8,34,202,53,470,313,26,0.479197422958909,1.03184105618067,-0.465020536134371,0.168697627370274,0.182158736515103
KU,105011,Female,Adult,1963,12,19,-109.420021,33.880323,Picoides,villosus,54.3,34,138,-22,669,297,67,0.947375630614348,-0.671842196857406,-0.563319057746825,0.296381075741193,0.00616408677049418
KU,105012,Female,Adult,1963,12,19,-109.6826988,34.0736564,Picoides,villosus,53,34,154,-13,640,269,64,0.898696745324453,-0.323260737293014,-0.394504683443468,0.250668950849659,-0.0275940528629264
MSB,26868,Female,Adult,2008,5,20,-107.48735,33.7879666667,Picoides,villosus,50.9,34,159,-13,462,253,51,1.12646340753161,-0.0788303636414306,-0.402049372251234,0.244578875862659,0.123552900268568
MVZ,119430,Female,Adult,1948,7,18,-108.4167461155,30.0146438844,Picoides,villosus,51.1,34,210,55,438,264,26,0.551537130955736,1.21798832314429,-0.298518358634887,0.188964780815802,0.108011254195165
MVZ,124737,Female,Adult,1951,4,26,-110.3958,33.6181,Picoides,villosus,53.7,34,208,33,575,227,49,0.530423378214144,0.909117227489432,-0.00902894538701426,0.116553356999516,-0.0773532150596574
MVZ,119435,Female,Adult,1948,8,28,-108.3333,29.91071,Picoides,villosus,50.9,34,181,33,599,350,38,0.465347842564268,0.443868233622072,-0.603446721925708,0.155781843398706,0.139536219122851
MVZ,139454,Female,Adult,1959,6,15,-106.81667,29.44306,Picoides,villosus,53.5,34,202,53,470,313,26,0.479197422958909,1.03184105618067,-0.465020536134371,0.168697627370274,0.182158736515103
MVZ,68879,Female,Adult,1936,5,21,-111.495,34.8783,Picoides,villosus,49.7,34,168,-11,614,217,66,0.925871494077301,-0.0539026091395069,-0.142255299925695,0.220611267449406,-0.106445778954731
KU,129084,Female,Unknown,2013,6,18,-110.866,33.294,Picoides,villosus,53.5,34,212,43,659,246,50,0.327806327279587,0.965380569086493,-0.0318548072317455,0.1012357504544,-0.136827268631833
MSB,30517,Female,Unknown,2010,10,31,-107.5192833333,33.8798333333,Picoides,villosus,52.3,34,151,-19,484,259,55,1.15772331231979,-0.272043399578921,-0.447918379487298,0.273499596187312,0.119797197670183
MSB,24177,Female,Unknown,8888,12,18,-109.31366,31.95875,Picoides,villosus,52,34,201,41,544,273,45,0.481639004725662,0.846266440501801,-0.218228434011782,0.182833116857528,0.0539372868415187
UMMZ,159943,Female,Unknown,1964,7,13,-108.65,33.4,Picoides,villosus,55.2,34,144,-17,580,285,56,1.040185227973,-0.442373066681459,-0.576558704463062,0.287467471029339,0.0580801557010266
UMMZ,159944,Female,Unknown,1964,7,2,-108.65,33.4,Picoides,villosus,50.5,34,144,-17,580,285,56,1.040185227973,-0.442373066681459,-0.576558704463062,0.287467471029339,0.0580801557010266
UMMZ,227355,Female,Unknown,1986,5,24,-111.5666667,35.25,Picoides,villosus,51,34,179,-6,497,177,58,1.06002692566246,0.272295389820179,-0.025737874895356,0.225376439379787,-0.0742895803697784
KU,105010,Male,Adult,1963,10,27,-110.7398157,32.4242425,Picoides,villosus,63,34,202,44,666,293,50,0.2797998867179,0.777873545410005,-0.223265133652335,0.138809373805183,-0.0381913516875282
WFVZ,1558,Male,Unknown,1955,4,16,-107.922205,30.363487,Picoides,villosus,58.3,34,246,83,328,206,21,0.425285335301191,2.05416739310688,0.0676981354422026,0.167884104406184,0.103710717102021
WFVZ,1540,Male,Unknown,1955,4,12,-108.543877,30.0284964,Picoides,villosus,63.4,34,220,65,479,279,30,0.34841617722917,1.37772805110962,-0.219821925775272,0.148632439426293,0.10720040934973
MVZ,116244,Male,Adult,1949,4,27,-109.9636,33.7209,Picoides,villosus,63.8,34,199,22,543,225,51,0.671521016440886,0.716031977063516,-0.046472702169727,0.13987396610732,-0.0364032419965497
MVZ,119433,Male,Adult,1948,7,31,-108.4167461155,30.0146438844,Picoides,villosus,56,34,210,55,438,264,26,0.551537130955736,1.21798832314429,-0.298518358634887,0.188964780815802,0.108011254195165
MVZ,119436,Male,Adult,1948,8,28,-108.3333,29.91071,Picoides,villosus,60.4,34,181,33,599,350,38,0.465347842564268,0.443868233622072,-0.603446721925708,0.155781843398706,0.139536219122851
MVZ,139456,Male,Adult,1959,6,20,-106.81667,29.44306,Picoides,villosus,58,34,202,53,470,313,26,0.479197422958909,1.03184105618067,-0.465020536134371,0.168697627370274,0.182158736515103
MVZ,119438,Male,Adult,1948,8,31,-108.3333,29.91071,Picoides,villosus,55.3,34,181,33,599,350,38,0.465347842564268,0.443868233622072,-0.603446721925708,0.155781843398706,0.139536219122851
MVZ,135491,Male,Adult,1957,6,16,-106.6953533524,29.5152066475,Picoides,villosus,55.1,34,206,56,471,317,25,0.433264573527608,1.11257132495163,-0.446962846701238,0.143181285566586,0.188910828257426
MVZ,135495,Male,Adult,1957,7,4,-108.14806,28.56806,Picoides,villosus,57.4,34,172,53,832,512,53,-0.210265923677152,0.106032123682322,-0.940874020212918,0.141004674615682,0.269501904131957
MVZ,139453,Male,Adult,1959,6,14,-106.81667,29.44306,Picoides,villosus,55.8,34,202,53,470,313,26,0.479197422958909,1.03184105618067,-0.465020536134371,0.168697627370274,0.182158736515103
MVZ,68878,Male,Adult,1936,5,21,-111.495,34.8783,Picoides,villosus,59.9,34,168,-11,614,217,66,0.925871494077301,-0.0539026091395069,-0.142255299925695,0.220611267449406,-0.106445778954731
KU,131267,Male,Unknown,2013,6,17,-110.866,33.293,Picoides,villosus,61.5,34,212,43,659,246,50,0.327806327279587,0.965380569086493,-0.0318548072317455,0.1012357504544,-0.136827268631833
MSB,39091,Male,Unknown,2011,8,27,-107.5829666667,33.8599666667,Picoides,villosus,62.1,34,160,-14,442,244,48,1.17626186736216,-0.0371532196536518,-0.395654220978613,0.235595353279901,0.118842949328459
UMMZ,159306,Male,Unknown,1963,7,9,-109.9166667,32.6333333,Picoides,villosus,61,34,223,50,433,212,35,0.572669398686013,1.38821848925154,0.0218955958607961,0.130378030667618,0.0265611183318737
UMMZ,159942,Male,Unknown,1964,6,29,-108.65,33.4,Picoides,villosus,62.6,34,144,-17,580,285,56,1.040185227973,-0.442373066681459,-0.576558704463062,0.287467471029339,0.0580801557010266
UMMZ,208923,Male,Unknown,1964,7,6,-109.15,31.8666667,Picoides,villosus,58.5,34,202,40,519,265,43,0.52987985920928,0.884730919155988,-0.204555142184654,0.178389669572517,0.0612014141066488
UMMZ,159935,Male,Unknown,1964,5,29,-108.6666667,33.4,Picoides,villosus,74.8,34,150,-13,562,275,55,1.02380946367661,-0.305690804884561,-0.514243284652926,0.278144192073164,0.0558820314121238
UMMZ,159937,Male,Unknown,1964,6,12,-108.65,33.4,Picoides,villosus,64,34,144,-17,580,285,56,1.040185227973,-0.442373066681459,-0.576558704463062,0.287467471029339,0.0580801557010266
UMMZ,159938,Male,Unknown,1964,6,16,-108.5333333,33.4,Picoides,villosus,62.2,34,156,-12,526,264,51,1.05559730493764,-0.160286659600482,-0.463648227652722,0.240969270848569,0.0661151938714769
UMMZ,159940,Male,Unknown,1964,7,3,-108.65,33.4,Picoides,villosus,62.5,34,144,-17,580,285,56,1.040185227973,-0.442373066681459,-0.576558704463062,0.287467471029339,0.0580801557010266
UMMZ,159941,Male,Unknown,1964,6,16,-108.65,33.4,Picoides,villosus,65.7,34,144,-17,580,285,56,1.040185227973,-0.442373066681459,-0.576558704463062,0.287467471029339,0.0580801557010266
UMMZ,209268,Male,Unknown,1965,4,28,-105.680458,23.8171004,Picoides,villosus,63.5,34,192,115,1051,628,47,-1.09266904731936,0.593776723784512,-1.19841539460017,0.171073826624172,0.240855217991249
UMMZ,227421,Male,Unknown,1986,5,24,-111.5666667,35.25,Picoides,villosus,56,34,179,-6,497,177,58,1.06002692566246,0.272295389820179,-0.025737874895356,0.225376439379787,-0.0742895803697784
MVZ,119434,Unknown,Adult,1948,8,19,-108.4167461155,30.0146438844,Picoides,villosus,48.4,34,210,55,438,264,26,0.551537130955736,1.21798832314429,-0.298518358634887,0.188964780815802,0.108011254195165
MSB,26715,Female,Adult,2008,3,17,-104.7907666667,32.0359833333,Picoides,villosus,51.4,35,203,43,273,147,18,1.09480212651939,1.24716205350929,-0.184562450482299,0.365008978686718,0.00878681735590073
MSB,26714,Male,Adult,2008,3,17,-104.7907666667,32.0359833333,Picoides,villosus,61.8,35,203,43,273,147,18,1.09480212651939,1.24716205350929,-0.184562450482299,0.365008978686718,0.00878681735590073
MSB,26766,Male,Adult,2008,3,18,-104.73005,32.1067333333,Picoides,villosus,52.9,35,209,46,269,142,17,1.06000360127166,1.36800193284813,-0.12912957920235,0.334510195513544,0.00130767229152357
MVZ,46225,Female,Adult,1925,10,3,-115.45,30.88333,Picoides,villosus,52,39,164,50,628,340,16,0.566027304607053,0.371327163664895,-1.01232328038417,0.382031030355255,-0.00956301801414794
MVZ,46231,Female,Adult,1925,10,9,-115.45,30.88333,Picoides,villosus,46.7,39,164,50,628,340,16,0.566027304607053,0.371327163664895,-1.01232328038417,0.382031030355255,-0.00956301801414794
MVZ,46232,Female,Adult,1925,10,9,-115.45,30.88333,Picoides,villosus,53.6,39,164,50,628,340,16,0.566027304607053,0.371327163664895,-1.01232328038417,0.382031030355255,-0.00956301801414794
MVZ,47244,Female,Adult,1925,5,13,-115.45,30.88333,Picoides,villosus,49.6,39,164,50,628,340,16,0.566027304607053,0.371327163664895,-1.01232328038417,0.382031030355255,-0.00956301801414794
MVZ,47952,Female,Adult,1926,6,10,-115.526687,31.029931,Picoides,villosus,53,39,152,39,692,367,22,0.556540905832039,0.0428177425094983,-1.10881786421304,0.370255134799967,-0.0100722034586369
MVZ,46226,Female,Adult,1925,10,4,-115.458333,30.883333,Picoides,villosus,52.5,39,164,50,628,340,16,0.566027304607053,0.371327163664895,-1.01232328038417,0.382031030355255,-0.00956301801414794
MVZ,46229,Female,Adult,1925,10,7,-115.45,30.88333,Picoides,villosus,57,39,164,50,628,340,16,0.566027304607053,0.371327163664895,-1.01232328038417,0.382031030355255,-0.00956301801414794
MVZ,47245,Female,Adult,1925,5,13,-115.45,30.88333,Picoides,villosus,49.6,39,164,50,628,340,16,0.566027304607053,0.371327163664895,-1.01232328038417,0.382031030355255,-0.00956301801414794
MVZ,47250,Female,Adult,1925,5,21,-115.45,30.88333,Picoides,villosus,52.5,39,164,50,628,340,16,0.566027304607053,0.371327163664895,-1.01232328038417,0.382031030355255,-0.00956301801414794
